topic,pid,wave,finanzielle Unterstützung und Armutsbekämpfung,Entlastung von Familien und Eltern,Gerechtigkeit und Verteilung,"Finanzierung, Kosten und Steuern",Unterstützung von Kindern und Bildungschancen,Bürokratie und Zugang zur Leistung,grundsätzliche Zustimmung oder Ablehnung,Kritik an der politischen Umsetzung,"Kriminalität, Polizei und Strafrecht",Gesundheitliche Chancen und Risiken,"Regulierung, Kontrolle und Abgaberegeln","Wirtschaft, Steuern und Arbeitsplätze",Jugendschutz und Prävention,Freiheit und Eigenverantwortung,gesellschaftliche Akzeptanz und Normalisierung
Child support,281464595748,pre,0.6071974039077759,0.6325027942657471,0.43206343054771423,0.7889086008071899,0.6383845210075378,0.6641047596931458,0.2718070447444916,0.6706082820892334,,,,,,,
Child support,281464595748,post,0.6132365465164185,0.6627964973449707,0.53946852684021,0.6104534268379211,0.6150878667831421,0.4455295503139496,0.8282105922698975,0.28776782751083374,,,,,,,
Child support,281526837012,pre,0.30611202120780945,0.6649755835533142,0.4073334038257599,0.39001110196113586,0.6469064950942993,0.7360212802886963,0.2933032512664795,0.07138053327798843,,,,,,,
Child support,281526837012,post,0.5983121991157532,0.5122045874595642,0.9141375422477722,0.5583269596099854,0.3306872844696045,0.8374870419502258,0.9998133182525635,0.13251455128192902,,,,,,,
Child support,281546467812,pre,0.010673115029931068,0.4978637397289276,0.008681918494403362,0.0003029734070878476,0.020259536802768707,0.0019342611776664853,0.9835495948791504,0.0008492455817759037,,,,,,,
Child support,281546467812,post,0.9939202070236206,0.9361245632171631,0.6143940091133118,0.7495458126068115,0.9992460608482361,0.4663594961166382,0.4373428225517273,0.006151059176772833,,,,,,,
Child support,281646404316,pre,0.9709643721580505,0.05108273774385452,0.08525123447179794,0.0007947254925966263,0.9816105365753174,0.0036785092670470476,0.36860454082489014,0.0006142272031866014,,,,,,,
Child support,281646404316,post,0.8851855993270874,0.2691815197467804,0.013558246195316315,0.0009217805345542729,0.9869386553764343,0.019382191821932793,0.7083134651184082,0.001515891752205789,,,,,,,
Child support,281672870328,pre,0.5253688097000122,0.684264063835144,0.1788124442100525,0.5489153265953064,0.9752077460289001,0.3132096529006958,0.4733985960483551,0.002305125119164586,,,,,,,
Child support,281672870328,post,0.9988926649093628,0.9687380790710449,0.8968231678009033,0.6200466156005859,0.9982282519340515,0.5751705169677734,0.6996649503707886,0.0008025182178243995,,,,,,,
Child support,281709125064,pre,0.9579713344573975,0.18050357699394226,0.35220178961753845,0.788338840007782,0.8978744745254517,0.5498823523521423,0.32542675733566284,0.038692574948072433,,,,,,,
Child support,281709125064,post,0.998549222946167,0.7577943205833435,0.36931508779525757,0.5631377100944519,0.8311430811882019,0.36071422696113586,0.31384021043777466,0.10628407448530197,,,,,,,
Child support,281793327516,pre,0.030185984447598457,0.5954925417900085,0.04601246118545532,0.26913347840309143,0.13500383496284485,0.340923935174942,0.01078714244067669,0.14342749118804932,,,,,,,
Child support,281793327516,post,0.9954350590705872,0.9263371229171753,0.04484790563583374,0.9994285702705383,0.5798763036727905,0.977262556552887,0.20920702815055847,0.39001110196113586,,,,,,,
Child support,282569457528,pre,0.45519861578941345,0.9931228756904602,0.6647579669952393,0.6984323263168335,0.9993724226951599,0.8554893136024475,0.5134245157241821,0.9897042512893677,,,,,,,
Child support,282569457528,post,0.9996818900108337,0.9994986057281494,0.9962088465690613,0.3464307487010956,0.9975273609161377,0.6152034401893616,0.767384946346283,0.0006499982555396855,,,,,,,
Child support,282651334380,pre,0.9991672039031982,0.242923304438591,0.8489722609519958,0.9429286122322083,0.8283842206001282,0.9087799191474915,0.7325918674468994,0.4892594814300537,,,,,,,
Child support,282651334380,post,0.999610960483551,0.3858374059200287,0.10172322392463684,0.6641048192977905,0.7818307876586914,0.12431928515434265,0.9992791414260864,0.2782568037509918,,,,,,,
Child support,282693195180,post,0.5650587677955627,0.6081287264823914,0.2557152211666107,0.7386690974235535,0.5592900514602661,0.7762839198112488,0.7248702645301819,0.36251768469810486,,,,,,,
Child support,282727054548,pre,0.9990434050559998,0.9936054944992065,0.8327133059501648,0.053009770810604095,0.980548083782196,0.04381363466382027,0.9671940803527832,0.0019043302163481712,,,,,,,
Child support,282727054548,post,0.9992490410804749,0.7539198994636536,0.3411433696746826,0.6325027346611023,0.4897475242614746,0.7759445309638977,0.7379143238067627,0.6457903981208801,,,,,,,
Child support,282756805128,pre,0.940078616142273,0.8141266703605652,0.06760822981595993,0.8122724294662476,0.7199746966362,0.9933717846870422,0.7640673518180847,0.9264369606971741,,,,,,,
Child support,282756805128,post,0.7676027417182922,0.9906509518623352,0.280419260263443,0.7918210625648499,0.46198755502700806,0.1045687273144722,0.40662631392478943,0.5954926013946533,,,,,,,
Child support,282825414432,pre,0.03494669869542122,0.07565305382013321,0.001367025775834918,0.9992431402206421,0.003949246369302273,0.9706321358680725,0.6817665100097656,0.9663628935813904,,,,,,,
Child support,282825414432,post,0.2541385889053345,0.05686154589056969,0.005763726308941841,0.8784707188606262,0.03757772222161293,0.8910549283027649,0.7203683257102966,0.3013620376586914,,,,,,,
Child support,282839092380,pre,0.6959583163261414,0.8033280968666077,0.7174080014228821,0.7496374249458313,0.9210740923881531,0.685528576374054,0.24889913201332092,0.12485182285308838,,,,,,,
Child support,282839092380,post,0.9527063369750977,0.9820998311042786,0.16599830985069275,0.1953253448009491,0.9878528118133545,0.19740577042102814,0.842215359210968,0.19072401523590088,,,,,,,
Child support,282882728844,post,0.6990490555763245,0.6992544531822205,0.5239075422286987,0.7786492705345154,0.6817268133163452,0.7397985458374023,0.3087110221385956,0.3326354920864105,,,,,,,
Child support,282911935644,pre,0.1747620850801468,0.04488975554704666,0.01720971241593361,0.9928647875785828,0.21436229348182678,0.9038048386573792,0.4043310284614563,0.7500038743019104,,,,,,,
Child support,282911935644,post,0.7791958451271057,0.781617283821106,0.17518500983715057,0.9947671294212341,0.006944127380847931,0.9893268346786499,0.9009444713592529,0.7862947583198547,,,,,,,
Child support,282993196896,pre,0.9998562932014465,0.9988462924957275,0.8692713379859924,0.0010525686666369438,0.9998822808265686,0.004390866495668888,0.9402982592582703,0.0006878512213006616,,,,,,,
Child support,282993196896,post,0.9991990327835083,0.3919876515865326,0.7187918424606323,0.00432308716699481,0.9996492266654968,0.0010775026166811585,0.22414034605026245,0.0004965042462572455,,,,,,,
Child support,283032939348,pre,0.20537588000297546,0.129733145236969,0.0012351678451523185,0.9515602588653564,0.0021784668788313866,0.3950502872467041,0.5631677508354187,0.5190337300300598,,,,,,,
Child support,283032939348,post,0.012784186750650406,0.002278330735862255,0.0005759092746302485,0.08738844841718674,0.34997692704200745,0.001314724562689662,0.2689894437789917,0.0021033689845353365,,,,,,,
Child support,283098805128,pre,0.22354653477668762,0.6949241757392883,0.25832599401474,0.9556720852851868,0.3665897250175476,0.6934729814529419,0.5083000063896179,0.6424325108528137,,,,,,,
Child support,283098805128,post,0.9817706942558289,0.9975370168685913,0.6256668567657471,0.9904497861862183,0.9492814540863037,0.9605281352996826,0.8868620991706848,0.7552762031555176,,,,,,,
Child support,283103593128,pre,0.16885694861412048,0.4248891770839691,0.24835185706615448,0.308190256357193,0.38029855489730835,0.328529417514801,0.40133580565452576,0.44167301058769226,,,,,,,
Child support,283103593128,post,0.411583811044693,0.6127731800079346,0.3069423735141754,0.5078119039535522,0.5278033018112183,0.37068086862564087,0.8453688621520996,0.6206215620040894,,,,,,,
Child support,283103661528,pre,0.8274102210998535,0.6753365397453308,0.24871660768985748,0.8067004084587097,0.6477982401847839,0.5151320695877075,0.5648187398910522,0.16817277669906616,,,,,,,
Child support,283103661528,post,0.03178364038467407,0.27396270632743835,0.033660903573036194,0.6062654256820679,0.19072403013706207,0.6568784117698669,0.9748092293739319,0.7134315967559814,,,,,,,
Child support,283129720560,pre,0.13892842829227448,0.7636601328849792,0.12378869205713272,0.5881797075271606,0.49511733651161194,0.5209837555885315,0.22979436814785004,0.37410444021224976,,,,,,,
Child support,283129720560,post,0.00046010586083866656,0.0026316740550100803,0.00037850363878533244,0.45956116914749146,0.0018350841710343957,0.0843135192990303,0.29432904720306396,0.5763035416603088,,,,,,,
Child support,283218440832,pre,0.3597577214241028,0.06523168087005615,0.0020829709246754646,0.4137139916419983,0.2533295750617981,0.01468615885823965,0.9154317378997803,0.21272225677967072,,,,,,,
