model,topic,pid,wave,generic__Verantwortung,generic__Betroffenheit,generic__Moral,generic__Wirtschaftlichkeit,generic__Konflikt,issue__Finanzierung,issue__Buerokratie,issue__Armutsbekaempfung,issue__Bildungschancen,issue__Umsetzung,stance__pro,stance__ambivalent,stance__contra,issue__Regulierung,issue__Jugendschutz,issue__Gesundheit,issue__Kriminalitaet,issue__Freiheit
gbert,Child support,274350928032,post,0.7954156994819641,0.8075286149978638,0.7521967887878418,0.8838984966278076,0.1115201860666275,0.6683846712112427,0.8007825613021851,0.8285338282585144,0.832834780216217,0.009692867286503315,0.31331637501716614,0.6488569378852844,0.037826668471097946,,,,,
gbert,Child support,274397163696,pre,0.7968236804008484,0.9119125008583069,0.6976491212844849,0.795209527015686,0.8342483639717102,0.7481980919837952,0.5301875472068787,0.4065912663936615,0.4350931942462921,0.767447292804718,0.11517133563756943,0.6513752937316895,0.2334534376859665,,,,,
gbert,Child support,274502024316,pre,0.6905542612075806,0.9380824565887451,0.7134178280830383,0.4009243845939636,0.7345553040504456,0.27331551909446716,0.4591684937477112,0.9969733357429504,0.8185744285583496,0.5490199327468872,0.6478315591812134,0.34040573239326477,0.011762786656618118,,,,,
gbert,Child support,274502024316,post,0.8365054726600647,0.8797296285629272,0.548790693283081,0.4989781975746155,0.8236073851585388,0.7583401799201965,0.7490813732147217,0.8868483901023865,0.9394071698188782,0.3972778022289276,0.753422737121582,0.23259727656841278,0.013979943469166756,,,,,
gbert,Child support,274518574380,pre,0.8586515188217163,0.9173038005828857,0.7818596959114075,0.7736050486564636,0.8917626142501831,0.5051219463348389,0.4538997709751129,0.9816420674324036,0.9141584634780884,0.6826415061950684,0.32112592458724976,0.6085395216941833,0.07033450901508331,,,,,
gbert,Child support,274518574380,post,0.8381167054176331,0.9084264039993286,0.6484647989273071,0.38462820649147034,0.8995655179023743,0.1519184708595276,0.3777157962322235,0.9193074703216553,0.07249033451080322,0.3544355034828186,0.2553479075431824,0.70339035987854,0.04126175120472908,,,,,
gbert,Child support,274526852832,pre,0.3895573318004608,0.8128365874290466,0.7989001870155334,0.8032094240188599,0.10356277227401733,0.6800031065940857,0.7938048243522644,0.2929333448410034,0.3340526223182678,0.4750933349132538,0.7344942092895508,0.23572108149528503,0.029784709215164185,,,,,
gbert,Child support,274526852832,post,0.3812788128852844,0.5516600608825684,0.6993071436882019,0.7102596759796143,0.6999157071113586,0.6944591403007507,0.6936646103858948,0.5647991299629211,0.3875885307788849,0.47196802496910095,0.690570592880249,0.2917570173740387,0.017672352492809296,,,,,
gbert,Child support,274533484212,pre,0.7406202554702759,0.8584142923355103,0.6240007877349854,0.6180808544158936,0.6138706803321838,0.4540652632713318,0.1757860630750656,0.8999589085578918,0.8696269392967224,0.003739672712981701,0.6015759110450745,0.38344618678092957,0.014977932907640934,,,,,
gbert,Child support,274533484212,post,0.7177562713623047,0.8083548545837402,0.8009788990020752,0.6779090762138367,0.4931233823299408,0.6790750026702881,0.6153135299682617,0.6089310050010681,0.6057892441749573,0.03374389559030533,0.4633846879005432,0.5178449749946594,0.01877036690711975,,,,,
gbert,Child support,274653049464,pre,0.8647921085357666,0.8595058917999268,0.8081128597259521,0.7999390363693237,0.7410997748374939,0.7740077972412109,0.8292795419692993,0.6900443434715271,0.5489262938499451,0.9690215587615967,0.3891545236110687,0.40097153186798096,0.20987391471862793,,,,,
gbert,Child support,274653049464,post,0.8400459289550781,0.8929484486579895,0.7073611617088318,0.7580979466438293,0.859968900680542,0.7061854004859924,0.7540329694747925,0.42190733551979065,0.6330950260162354,0.8635655045509338,0.4496532380580902,0.3546791672706604,0.1956675797700882,,,,,
gbert,Child support,274671650160,pre,0.8985975384712219,0.9085462689399719,0.7266843318939209,0.8581364154815674,0.7204777002334595,0.06630019098520279,0.15501239895820618,0.9982986450195312,0.7806951999664307,0.29202723503112793,0.36633628606796265,0.6215985417366028,0.012065183371305466,,,,,
gbert,Child support,274671650160,post,0.8597562909126282,0.8278354406356812,0.4581751823425293,0.7960007786750793,0.6408392190933228,0.4446678161621094,0.5142050385475159,0.9414587020874023,0.54803067445755,0.0011296903248876333,0.908716082572937,0.07796908169984818,0.013314745388925076,,,,,
gbert,Child support,274758455232,post,0.040675438940525055,0.0010498511837795377,0.12545126676559448,0.002498650224879384,0.006516668479889631,0.4431104063987732,0.05438623204827309,0.4568870961666107,0.3483699560165405,0.0010508984560146928,0.6424622535705566,0.3303864598274231,0.027151264250278473,,,,,
gbert,Child support,274788345348,post,0.5454543232917786,0.2785108685493469,0.4930061995983124,0.150223046541214,0.17247332632541656,0.43731462955474854,0.011383626610040665,0.5496603846549988,0.6188068985939026,0.0021128917578607798,0.44301462173461914,0.5422279834747314,0.014757332392036915,,,,,
gbert,Child support,274880751012,pre,0.6383218169212341,0.8069686889648438,0.4248221218585968,0.5379711985588074,0.587880551815033,0.02404562383890152,0.15699642896652222,0.9910287857055664,0.3006735146045685,0.20728862285614014,0.3465974032878876,0.628612756729126,0.02478981576859951,,,,,
gbert,Child support,274880751012,post,0.787885308265686,0.7988996505737305,0.4029690623283386,0.6212573647499084,0.7777182459831238,0.5464679002761841,0.20304559171199799,0.9882962107658386,0.6241257786750793,0.33897027373313904,0.3735348582267761,0.6137620210647583,0.012703084386885166,,,,,
gbert,Child support,274948399980,pre,0.7989085912704468,0.9211146235466003,0.7543457746505737,0.731110692024231,0.7212013602256775,0.14474299550056458,0.5402585864067078,0.9952806830406189,0.9223885536193848,0.6251896023750305,0.42020925879478455,0.44993698596954346,0.1298537701368332,,,,,
gbert,Child support,274948399980,post,0.9161313772201538,0.8898399472236633,0.6825219392776489,0.7815868258476257,0.565500795841217,0.2984618842601776,0.34847304224967957,0.9736565947532654,0.8968299031257629,0.6534126400947571,0.7072176933288574,0.28446486592292786,0.00831747055053711,,,,,
gbert,Child support,275780146716,post,0.6972364187240601,0.9187120795249939,0.7018833756446838,0.755595326423645,0.9313544034957886,0.9031134247779846,0.7803997993469238,0.41786709427833557,0.560111939907074,0.5391073822975159,0.012898065149784088,0.5057757496833801,0.4813261926174164,,,,,
gbert,Child support,275794438896,pre,0.6635050773620605,0.9416990876197815,0.6568436622619629,0.6890760660171509,0.9397352933883667,0.5766504406929016,0.47219717502593994,0.8110613226890564,0.9136775135993958,0.7779700756072998,0.18158607184886932,0.6108598709106445,0.20755405724048615,,,,,
gbert,Child support,275794438896,post,0.8516473174095154,0.9101121425628662,0.7748952507972717,0.5419433116912842,0.8984317183494568,0.858018159866333,0.4523240327835083,0.9777956008911133,0.9118080735206604,0.7705758213996887,0.3004894256591797,0.6349778175354004,0.06453277915716171,,,,,
gbert,Child support,275865368328,post,0.813019335269928,0.904160737991333,0.8064535856246948,0.7884814739227295,0.9333000183105469,0.837522029876709,0.7602180242538452,0.6209403276443481,0.6672199368476868,0.5973891019821167,0.2054884135723114,0.632011890411377,0.16249969601631165,,,,,
gbert,Child support,275910784560,pre,0.4811825752258301,0.8769056797027588,0.6250763535499573,0.8269009590148926,0.7500163912773132,0.3733126223087311,0.24547737836837769,0.9245966672897339,0.8299731016159058,0.6519065499305725,0.6768003702163696,0.27328720688819885,0.04991234838962555,,,,,
gbert,Child support,275910784560,post,0.359127402305603,0.9241984486579895,0.6891441345214844,0.4952172338962555,0.86906898021698,0.608644425868988,0.21187448501586914,0.9301334023475647,0.8826324939727783,0.10359036177396774,0.49242404103279114,0.48886817693710327,0.01870778203010559,,,,,
gbert,Child support,276109219116,pre,0.6511057019233704,0.8693457245826721,0.6630550622940063,0.6600465774536133,0.7188794612884521,0.6308430433273315,0.3177226781845093,0.9101084470748901,0.9101912975311279,0.23071317374706268,0.48341432213783264,0.48905688524246216,0.027528822422027588,,,,,
gbert,Child support,276109219116,post,0.8984307050704956,0.893481433391571,0.7617426514625549,0.7468547224998474,0.7629935145378113,0.6504669189453125,0.39042553305625916,0.9885656833648682,0.898176908493042,0.012082323431968689,0.6946713328361511,0.29507991671562195,0.010248738341033459,,,,,
gbert,Child support,276126931980,pre,0.3897683918476105,0.8880904316902161,0.4857567846775055,0.008942929096519947,0.8509346842765808,0.36912983655929565,0.003906907979398966,0.1479858011007309,0.08966759592294693,0.01563115231692791,0.43049123883247375,0.28361520171165466,0.28589358925819397,,,,,
gbert,Child support,276126931980,post,0.56813645362854,0.8642100691795349,0.7891398072242737,0.5673078298568726,0.9856137037277222,0.8039858937263489,0.7192227840423584,0.8243105411529541,0.5798749923706055,0.9701077342033386,0.010181638412177563,0.10735312849283218,0.8824651837348938,,,,,
gbert,Child support,276150871980,pre,0.8802638053894043,0.9090911746025085,0.712066650390625,0.7326076626777649,0.8702271580696106,0.42948561906814575,0.596697986125946,0.9956815838813782,0.9502135515213013,0.8689467906951904,0.5651227235794067,0.41279712319374084,0.02208022028207779,,,,,
gbert,Child support,276150871980,post,0.7347525954246521,0.8534764647483826,0.3510570526123047,0.6553151607513428,0.8984348773956299,0.5538800358772278,0.7483635544776917,0.2841914892196655,0.21340680122375488,0.7408875226974487,0.9149013757705688,0.0775856003165245,0.007513017393648624,,,,,
gbert,Child support,276190955064,pre,0.32860544323921204,0.8708321452140808,0.7333880066871643,0.6533566117286682,0.8727267980575562,0.689863383769989,0.09922356903553009,0.9814780354499817,0.7223204970359802,0.37585797905921936,0.5511904358863831,0.41570067405700684,0.03310893848538399,,,,,
gbert,Child support,276190955064,post,0.49364253878593445,0.8141763806343079,0.6120882034301758,0.6194394826889038,0.7494297623634338,0.8268986344337463,0.331656813621521,0.7627878189086914,0.4478464722633362,0.7694860696792603,0.07152339071035385,0.6767252683639526,0.2517513334751129,,,,,
gbert,Child support,276272487864,pre,0.14508096873760223,0.001372945960611105,0.08662425726652145,0.04310127720236778,0.16945287585258484,0.2861942648887634,0.10599014908075333,0.14694680273532867,0.17836585640907288,0.003960528876632452,0.11344819515943527,0.7788368463516235,0.10771496593952179,,,,,
gbert,Child support,276272487864,post,0.3292125463485718,0.03374885767698288,0.2986350357532501,0.476279616355896,0.7229526042938232,0.4357776939868927,0.38030534982681274,0.4531573951244354,0.3882193863391876,0.06302357465028763,0.16577506065368652,0.7855042815208435,0.04872065782546997,,,,,
gbert,Child support,276321326148,pre,0.6749281883239746,0.8076170086860657,0.7282196879386902,0.7615774273872375,0.8879842162132263,0.7424363493919373,0.7979550361633301,0.538737416267395,0.46504518389701843,0.48929664492607117,0.11375154554843903,0.667738139629364,0.21851029992103577,,,,,
gbert,Child support,276321326148,post,0.8736798763275146,0.9592154622077942,0.8261838555335999,0.8763409852981567,0.9288368225097656,0.9001659750938416,0.7000845074653625,0.9802577495574951,0.8370426297187805,0.6245245933532715,0.19110849499702454,0.5748273134231567,0.2340642213821411,,,,,
gbert,Child support,276479328780,pre,0.5141087770462036,0.9543694257736206,0.6034177541732788,0.13781851530075073,0.39244651794433594,0.07110416889190674,0.1491456925868988,0.9944841861724854,0.9749761819839478,0.20104166865348816,0.7369731068611145,0.25176483392715454,0.011262046173214912,,,,,
gbert,Child support,276479328780,post,0.9207460284233093,0.921581506729126,0.7339446544647217,0.6778783798217773,0.3371622562408447,0.01911103166639805,0.06394495069980621,0.991725742816925,0.9407451748847961,0.7420998215675354,0.46416017413139343,0.5211358070373535,0.014703991822898388,,,,,
gbert,Child support,276821393760,pre,0.8378266096115112,0.815843939781189,0.502651035785675,0.7234538197517395,0.8748263716697693,0.7008951902389526,0.38291940093040466,0.988710343837738,0.8918155431747437,0.7062716484069824,0.11906074732542038,0.6793542504310608,0.20158502459526062,,,,,
gbert,Child support,276821393760,post,0.851227879524231,0.90067458152771,0.7629171013832092,0.8085903525352478,0.9112726449966431,0.8010998368263245,0.5515842437744141,0.7154138088226318,0.7568656802177429,0.6315677762031555,0.1727299839258194,0.6843919157981873,0.14287814497947693,,,,,
gbert,Child support,277792883064,pre,0.9083825945854187,0.8927482962608337,0.6581962704658508,0.7567235827445984,0.7865445017814636,0.27803918719291687,0.6710746884346008,0.9533780217170715,0.8410458564758301,0.5109305381774902,0.7546554803848267,0.23774927854537964,0.007595209404826164,,,,,
gbert,Child support,277792883064,post,0.8763402104377747,0.9039696455001831,0.753258228302002,0.6104776859283447,0.7309409379959106,0.4676010310649872,0.44793057441711426,0.997028648853302,0.7794263958930969,0.025840507820248604,0.6621153354644775,0.3170560896396637,0.02082851156592369,,,,,
gbert,Child support,277902182844,pre,0.6883262991905212,0.8752835392951965,0.7121264934539795,0.8088062405586243,0.8145387172698975,0.5687943696975708,0.44201740622520447,0.8991047739982605,0.7715230584144592,0.4121937155723572,0.4638867974281311,0.5074077248573303,0.028705526143312454,,,,,
gbert,Child support,277948352160,pre,0.336770236492157,0.804931640625,0.5434814691543579,0.3518691658973694,0.6823394894599915,0.3767474293708801,0.03801156207919121,0.8882615566253662,0.43216314911842346,0.02943437173962593,0.9239883422851562,0.06693805009126663,0.009073606692254543,,,,,
gbert,Child support,277948352160,post,0.6115731596946716,0.3755621910095215,0.7150099277496338,0.5263797044754028,0.007793276105076075,0.46024200320243835,0.09335850179195404,0.5381515622138977,0.4478903114795685,0.09773391485214233,0.5223613381385803,0.4609068036079407,0.016731837764382362,,,,,
gbert,Child support,277955127180,pre,0.8412273526191711,0.8700287342071533,0.7746701240539551,0.7002041339874268,0.7478721141815186,0.7798680663108826,0.11792945861816406,0.9707058668136597,0.8063672780990601,0.071168452501297,0.5118806958198547,0.471600204706192,0.01651909202337265,,,,,
gbert,Child support,277955127180,post,0.8709297180175781,0.9013888239860535,0.8781090974807739,0.5190836787223816,0.15457968413829803,0.32540345191955566,0.2946825623512268,0.8491289615631104,0.8413577675819397,0.28761714696884155,0.48029831051826477,0.5065621137619019,0.013139543123543262,,,,,
gbert,Child support,277967714148,pre,0.7951644062995911,0.8551812767982483,0.6388989090919495,0.5690314173698425,0.3196288049221039,0.5520955324172974,0.3526758849620819,0.8835939764976501,0.8848394155502319,0.1395016312599182,0.5286190509796143,0.45890024304389954,0.0124807795509696,,,,,
gbert,Child support,277967714148,post,0.8269888758659363,0.9048824310302734,0.6656309962272644,0.8354619145393372,0.5656740069389343,0.3287888765335083,0.3527015149593353,0.9304122924804688,0.9548274278640747,0.43630897998809814,0.7295771241188049,0.25510430335998535,0.015318515710532665,,,,,
gbert,Child support,278016416316,pre,0.7832374572753906,0.8380069732666016,0.8521983027458191,0.8736026287078857,0.8755291104316711,0.8360797762870789,0.5449064373970032,0.7768842577934265,0.8196958899497986,0.5104841589927673,0.2983003556728363,0.552432656288147,0.1492670476436615,,,,,
gbert,Child support,278016416316,post,0.5492562055587769,0.9120466709136963,0.6854305267333984,0.42316874861717224,0.9478526711463928,0.652631938457489,0.4690406322479248,0.6543322801589966,0.43815553188323975,0.6561321020126343,0.050600118935108185,0.4906848967075348,0.45871502161026,,,,,
gbert,Child support,278076262896,pre,0.20608659088611603,0.8311098217964172,0.6620303392410278,0.7347199320793152,0.94566410779953,0.7547391653060913,0.3304159939289093,0.9944422245025635,0.9750947952270508,0.4656316339969635,0.8772522807121277,0.111472487449646,0.011275215074419975,,,,,
gbert,Child support,278076262896,post,0.3210044801235199,0.8848373889923096,0.5827814340591431,0.5715751647949219,0.7288348078727722,0.3659297823905945,0.45943915843963623,0.9929491877555847,0.522406280040741,0.3054981529712677,0.3476281762123108,0.5977259874343872,0.054645899683237076,,,,,
gbert,Child support,278168810148,pre,0.34803181886672974,0.5462989807128906,0.5614543557167053,0.6422027349472046,0.7472881078720093,0.5548991560935974,0.6371501684188843,0.33879196643829346,0.4337214529514313,0.20177192986011505,0.1918417364358902,0.6752235293388367,0.13293471932411194,,,,,
gbert,Child support,278168810148,post,0.31740275025367737,0.28089284896850586,0.6539963483810425,0.20159175992012024,0.5128505229949951,0.6905063986778259,0.11111230403184891,0.609136700630188,0.2789406478404999,0.16972649097442627,0.5575853586196899,0.37553179264068604,0.06688287854194641,,,,,
gbert,Child support,278441178948,pre,0.4398123323917389,0.8740624189376831,0.4553930163383484,0.5131546258926392,0.5982629656791687,0.25237059593200684,0.29083549976348877,0.9885446429252625,0.9409489631652832,0.1925477832555771,0.41053733229637146,0.551982581615448,0.03748001903295517,,,,,
gbert,Child support,278441178948,post,0.15394970774650574,0.9173317551612854,0.12486632168292999,0.5449104905128479,0.384274423122406,0.05299455672502518,0.35546520352363586,0.994531512260437,0.922850489616394,0.2391083538532257,0.3381282091140747,0.6316592693328857,0.030212560668587685,,,,,
gbert,Child support,278572228560,pre,0.3235129117965698,0.8720283508300781,0.8366778492927551,0.7981539368629456,0.9588940143585205,0.38942888379096985,0.5335204005241394,0.5642399787902832,0.8544366955757141,0.8749960064888,0.048221830278635025,0.5034409165382385,0.44833725690841675,,,,,
gbert,Child support,278572228560,post,0.6518727540969849,0.8480034470558167,0.5011329650878906,0.5376831293106079,0.5907743573188782,0.21809035539627075,0.08619097620248795,0.9123014211654663,0.9419273138046265,0.005893586669117212,0.8768703937530518,0.1171111911535263,0.006018465850502253,,,,,
gbert,Child support,278622229644,pre,0.8872549533843994,0.8656805753707886,0.8609042763710022,0.796958327293396,0.8582220077514648,0.7466579675674438,0.5648379921913147,0.9853146076202393,0.740523099899292,0.8880159854888916,0.5212025046348572,0.45871639251708984,0.02008107490837574,,,,,
gbert,Child support,278622229644,post,0.9071907997131348,0.564348042011261,0.7499567866325378,0.5813051462173462,0.7861466407775879,0.6234919428825378,0.34437325596809387,0.5808151364326477,0.5117285251617432,0.0859500840306282,0.8442980051040649,0.14633676409721375,0.00936523824930191,,,,,
gbert,Child support,278633794032,pre,0.7330126762390137,0.9557264447212219,0.8498546481132507,0.38520294427871704,0.936154842376709,0.7678775191307068,0.1497848778963089,0.8574905395507812,0.8891672492027283,0.7697599530220032,0.24730035662651062,0.621460497379303,0.13123922049999237,,,,,
gbert,Child support,278633794032,post,0.6593877077102661,0.9224970936775208,0.7467515468597412,0.4869098961353302,0.9170862436294556,0.785664975643158,0.36238840222358704,0.8168631196022034,0.7888496518135071,0.8206050992012024,0.09766651690006256,0.5665717124938965,0.33576175570487976,,,,,
gbert,Child support,278659579464,post,0.7638660073280334,0.710377037525177,0.6518284678459167,0.7395513653755188,0.9147725105285645,0.800500214099884,0.6618202328681946,0.7597523927688599,0.6235784888267517,0.27237212657928467,0.1985483318567276,0.740902841091156,0.06054878607392311,,,,,
gbert,Child support,278660944728,pre,0.7561467885971069,0.8638511300086975,0.5487253069877625,0.6902583241462708,0.8950484991073608,0.3153854012489319,0.2776801586151123,0.9848962426185608,0.968382716178894,0.46011075377464294,0.37115952372550964,0.6147119402885437,0.01412855926901102,,,,,
gbert,Child support,278660944728,post,0.8174375891685486,0.8743976950645447,0.4155493378639221,0.7350570559501648,0.818516731262207,0.15477867424488068,0.39111974835395813,0.9829694032669067,0.8335016965866089,0.03944050148129463,0.6844723224639893,0.2984386682510376,0.017089009284973145,,,,,
gbert,Child support,278693504496,pre,0.5769665837287903,0.8843629956245422,0.7359737753868103,0.6380037665367126,0.5485931634902954,0.3164283335208893,0.5656835436820984,0.6336526274681091,0.5111545324325562,0.011660574935376644,0.41630691289901733,0.5660973191261292,0.01759575866162777,,,,,
gbert,Child support,278693504496,post,0.6635739803314209,0.8723756670951843,0.5973566770553589,0.5423830151557922,0.6515779495239258,0.6662037968635559,0.38676339387893677,0.674254834651947,0.22477729618549347,0.014042874798178673,0.6475334167480469,0.3358902931213379,0.01657634600996971,,,,,
gbert,Child support,278872026444,pre,0.6004515886306763,0.9316380620002747,0.7691512703895569,0.3077610433101654,0.7703101634979248,0.48264995217323303,0.2010844647884369,0.9933343529701233,0.8433731198310852,0.2120371162891388,0.5571866035461426,0.4301414489746094,0.0126720005646348,,,,,
gbert,Child support,278872026444,post,0.5622976422309875,0.9091544151306152,0.6695995330810547,0.463960736989975,0.8961346745491028,0.1485973298549652,0.22023600339889526,0.9945340752601624,0.9802531599998474,0.5139387249946594,0.7010846734046936,0.2891564667224884,0.009758845902979374,,,,,
gbert,Child support,278911290096,pre,0.4697069823741913,0.9307094216346741,0.6877250671386719,0.6305740475654602,0.9253705739974976,0.5008033514022827,0.4246947765350342,0.2646350562572479,0.6400341987609863,0.8937443494796753,0.013064220547676086,0.8830931186676025,0.10384266078472137,,,,,
gbert,Child support,278911290096,post,0.373186320066452,0.8475794196128845,0.5511338710784912,0.4613696336746216,0.9635431170463562,0.6883041262626648,0.6515004634857178,0.7567817568778992,0.829571008682251,0.7107158899307251,0.08520662039518356,0.6578646898269653,0.2569286823272705,,,,,
gbert,Child support,279013821696,pre,0.2654651701450348,0.9168848991394043,0.10576646775007248,0.9066106677055359,0.7326012253761292,0.6127176284790039,0.4705376625061035,0.8671242594718933,0.4679899513721466,0.3071519136428833,0.5321044921875,0.370140016078949,0.0977555364370346,,,,,
gbert,Child support,279013821696,post,0.49685633182525635,0.8788787126541138,0.8143055438995361,0.4713243544101715,0.6988499164581299,0.15348245203495026,0.08971892297267914,0.9890726804733276,0.8499531745910645,0.6312441229820251,0.25658929347991943,0.6924448013305664,0.05096584931015968,,,,,
gbert,Child support,280442421360,pre,0.6870043873786926,0.8530117273330688,0.6780547499656677,0.6832119822502136,0.8548890948295593,0.13637763261795044,0.4464150369167328,0.9425265192985535,0.9319599866867065,0.4587920606136322,0.4503266513347626,0.5344176292419434,0.015255723148584366,,,,,
gbert,Child support,280442421360,post,0.8936965465545654,0.853766679763794,0.4103856682777405,0.7084656357765198,0.6361125707626343,0.07822249084711075,0.1984397917985916,0.9952892661094666,0.4286755919456482,0.35721084475517273,0.6312374472618103,0.34949496388435364,0.019267594441771507,,,,,
gbert,Child support,280499878728,pre,0.6073612570762634,0.4572424590587616,0.6008935570716858,0.7362063527107239,0.7638066411018372,0.6791895627975464,0.7150536775588989,0.4389173090457916,0.34607863426208496,0.2752169072628021,0.019285211339592934,0.9212053418159485,0.05950944498181343,,,,,
gbert,Child support,280499878728,post,0.693263590335846,0.4603191912174225,0.26461073756217957,0.8846525549888611,0.34784597158432007,0.6819137930870056,0.9109249711036682,0.2768747806549072,0.09002429246902466,0.08247493952512741,0.477697491645813,0.4915871322154999,0.030715450644493103,,,,,
gbert,Child support,280752412212,pre,0.7757975459098816,0.9149243831634521,0.6207444071769714,0.7259488701820374,0.8500050902366638,0.4945301115512848,0.6705542206764221,0.5690309405326843,0.7869037985801697,0.6771635413169861,0.3827202022075653,0.6059979200363159,0.011281905695796013,,,,,
gbert,Child support,280752412212,post,0.5123505592346191,0.8691720962524414,0.60244220495224,0.7704539895057678,0.9011822938919067,0.557725191116333,0.6206934452056885,0.45358893275260925,0.7274678945541382,0.8652251362800598,0.02896396443247795,0.3998052179813385,0.5712308287620544,,,,,
gbert,Child support,281166779412,post,0.5323861241340637,0.8943606615066528,0.49557483196258545,0.6167333722114563,0.8461180329322815,0.9017777442932129,0.6759365200996399,0.10006324201822281,0.36146095395088196,0.6105507612228394,0.04032303765416145,0.6359193921089172,0.3237575888633728,,,,,
gbert,Child support,281236409928,pre,0.8064370155334473,0.9108158946037292,0.6264554858207703,0.6929048299789429,0.9166079163551331,0.7187095880508423,0.6456798315048218,0.9061347842216492,0.9162395000457764,0.7944663166999817,0.3062747120857239,0.5829352736473083,0.11079001426696777,,,,,
gbert,Child support,281236409928,post,0.7326431274414062,0.8398886322975159,0.36616256833076477,0.5908523201942444,0.8325924277305603,0.553831160068512,0.26975852251052856,0.979981541633606,0.8151746392250061,0.433416485786438,0.8412328362464905,0.1527356505393982,0.006031464785337448,,,,,
gbert,Child support,281257755516,post,0.8813596367835999,0.9498196840286255,0.7445489168167114,0.6786239743232727,0.9555577635765076,0.952655017375946,0.09278196841478348,0.8896093964576721,0.7969922423362732,0.8071566224098206,0.03237760066986084,0.5318809151649475,0.43574151396751404,,,,,
gbert,Child support,281279369916,post,0.8250530362129211,0.8754991292953491,0.6339954733848572,0.6668420433998108,0.7365984320640564,0.9447477459907532,0.3472645580768585,0.3931446075439453,0.572409451007843,0.07180369645357132,0.4402957558631897,0.5267431139945984,0.03296105936169624,,,,,
gbert,Child support,281337505812,pre,0.406327486038208,0.806184709072113,0.7709637880325317,0.3979479670524597,0.796908974647522,0.21279917657375336,0.6443513035774231,0.9686306715011597,0.9714320302009583,0.3482189178466797,0.5919014811515808,0.3926040232181549,0.015494473278522491,,,,,
gbert,Child support,281337505812,post,0.5789205431938171,0.7743403911590576,0.4685570001602173,0.34731894731521606,0.6121057868003845,0.37510278820991516,0.508745551109314,0.9547390937805176,0.32611963152885437,0.077416330575943,0.6439538598060608,0.34414300322532654,0.011903146281838417,,,,,
