model,topic,pid,wave,generic__Moral,generic__Konflikt,generic__Betroffenheit,generic__Wirtschaftlichkeit,generic__Verantwortung,issue__Bildungschancen,issue__Armutsbekaempfung,issue__Buerokratie,issue__Umsetzung,issue__Finanzierung,stance__pro,stance__ambivalent,stance__contra,issue__Freiheit,issue__Gesundheit,issue__Jugendschutz,issue__Kriminalitaet,issue__Regulierung
mdeberta,Child support,276109219116,pre,0.997478723526001,0.9960623383522034,0.9438154697418213,0.9374402761459351,0.0012448433553799987,0.9949199557304382,0.6943026781082153,0.8212772011756897,0.09268777072429657,0.45544081926345825,0.14630302786827087,0.7961374521255493,0.05755947157740593,,,,,
mdeberta,Child support,276109219116,post,0.9958499073982239,0.9679296016693115,0.9748451709747314,0.9527612924575806,0.0026939143426716328,0.9982143044471741,0.9659798741340637,0.8906633257865906,0.43458127975463867,0.20681394636631012,0.6715378165245056,0.29105454683303833,0.03740764036774635,,,,,
mdeberta,Child support,276126931980,pre,0.48535576462745667,0.1637544482946396,0.9961003661155701,0.0013070537243038416,0.0001339421287411824,0.5696132779121399,0.13181450963020325,0.02630528062582016,0.06118519976735115,0.05651557818055153,0.221409872174263,0.7484715580940247,0.030118588358163834,,,,,
mdeberta,Child support,276126931980,post,0.8167720437049866,0.9996273517608643,0.9958174824714661,0.9738443493843079,0.873214840888977,0.9981288313865662,0.8165801763534546,0.9671940207481384,0.8256951570510864,0.9883127212524414,0.00044073277967981994,0.007846581749618053,0.9917126893997192,,,,,
mdeberta,Child support,276150871980,pre,0.9969956874847412,0.8330531120300293,0.8629013895988464,0.5938742756843567,0.009633651934564114,0.9989413022994995,0.9825071692466736,0.5776144862174988,0.8325942158699036,0.6836307048797607,0.8070828318595886,0.1760847419500351,0.016832459717988968,,,,,
mdeberta,Child support,276150871980,post,0.3466518521308899,0.9831984043121338,0.9791356921195984,0.7696001529693604,0.003861870151013136,0.8370879888534546,0.8467045426368713,0.37524843215942383,0.4863315224647522,0.40262696146965027,0.9710929989814758,0.024453701451420784,0.004453349858522415,,,,,
mdeberta,Child support,276190955064,pre,0.9888419508934021,0.8298714756965637,0.5692541003227234,0.729616105556488,0.0022738955449312925,0.9723745584487915,0.3291221261024475,0.50146484375,0.3926860988140106,0.39770445227622986,0.38613811135292053,0.3826541006565094,0.23120775818824768,,,,,
mdeberta,Child support,276190955064,post,0.2471233755350113,0.9198497533798218,0.3639293909072876,0.8997066617012024,0.0008969394257292151,0.8862728476524353,0.004074098076671362,0.36229208111763,0.15856485068798065,0.010008730925619602,0.059293732047080994,0.6609224081039429,0.27978381514549255,,,,,
mdeberta,Child support,276272487864,pre,0.026925094425678253,0.09451042115688324,0.0008830458973534405,0.009046505205333233,0.00040765260928310454,0.039548326283693314,0.0434938445687294,0.13223417103290558,0.1770981401205063,0.022941771894693375,0.06003396213054657,0.6127203106880188,0.32724568247795105,,,,,
mdeberta,Child support,276272487864,post,0.20271927118301392,0.8241348266601562,0.0015397267416119576,0.008585793897509575,0.0005703156930394471,0.004093958530575037,0.05164182558655739,0.006062154658138752,0.10022174566984177,0.013649976812303066,0.04495352879166603,0.3953706622123718,0.5596758723258972,,,,,
mdeberta,Child support,276321326148,pre,0.5417724847793579,0.9266529679298401,0.11240508407354355,0.939185380935669,0.0001308397768298164,0.939038872718811,0.5426209568977356,0.8676537871360779,0.6265813112258911,0.2512800693511963,0.07957935333251953,0.41678789258003235,0.5036328434944153,,,,,
mdeberta,Child support,276321326148,post,0.8557457327842712,0.9887228608131409,0.9858003258705139,0.8669072985649109,0.051749538630247116,0.9828644394874573,0.07795523852109909,0.8629302382469177,0.3809892237186432,0.3956010937690735,0.09606059640645981,0.5897368788719177,0.31420251727104187,,,,,
mdeberta,Child support,276479328780,pre,0.9993410110473633,0.9456822276115417,0.9990746378898621,0.48791739344596863,0.049865905195474625,0.9996388554573059,0.07897026836872101,0.09318171441555023,0.32327327132225037,0.048316068947315216,0.8283646702766418,0.16359324753284454,0.008042081259191036,,,,,
mdeberta,Child support,276479328780,post,0.999326765537262,0.8816149234771729,0.9362266659736633,0.0333368219435215,0.006890459917485714,0.9995353817939758,0.9761291146278381,0.08620800822973251,0.6985865831375122,0.01945657469332218,0.6977254748344421,0.27875834703445435,0.023516185581684113,,,,,
mdeberta,Child support,276821393760,pre,0.960648238658905,0.7590467929840088,0.8872534036636353,0.7258429527282715,0.0014550628839060664,0.9998681545257568,0.9987863302230835,0.6469064950942993,0.18278993666172028,0.6537903547286987,0.24148592352867126,0.5096057653427124,0.24890831112861633,,,,,
mdeberta,Child support,276821393760,post,0.9168850183486938,0.9835811853408813,0.9970963001251221,0.8997397422790527,0.002115703420713544,0.9930793642997742,0.88725346326828,0.7662936449050903,0.17269441485404968,0.4366220235824585,0.14935675263404846,0.5189570784568787,0.33168619871139526,,,,,
mdeberta,Child support,277792883064,pre,0.992575466632843,0.8930531740188599,0.9618933796882629,0.9402022361755371,0.00043648143764585257,0.9942166209220886,0.9366626143455505,0.8062049746513367,0.7667306065559387,0.4130035936832428,0.4495164752006531,0.4703996479511261,0.08008389919996262,,,,,
mdeberta,Child support,277792883064,post,0.9889811873435974,0.38890811800956726,0.9851861000061035,0.2539650797843933,0.0002332232252229005,0.9746106266975403,0.9991065263748169,0.3858373761177063,0.19417673349380493,0.0974440649151802,0.8382428884506226,0.13204771280288696,0.02970941737294197,,,,,
mdeberta,Child support,277902182844,pre,0.9914059042930603,0.9741412401199341,0.549595296382904,0.7082125544548035,0.0004765612829942256,0.994835376739502,0.22841455042362213,0.7708100080490112,0.16089129447937012,0.3699977397918701,0.3602132201194763,0.5471181869506836,0.09266863763332367,,,,,
mdeberta,Child support,277948352160,pre,0.9768133759498596,0.17652960121631622,0.9231777787208557,0.6975058913230896,0.0019494022708386183,0.993222177028656,0.5879431366920471,0.6844750046730042,0.0636567622423172,0.2632204592227936,0.9744808077812195,0.021900175139307976,0.003619014285504818,,,,,
mdeberta,Child support,277948352160,post,0.5905430912971497,0.16950896382331848,0.18057581782341003,0.5600120425224304,0.00016410437820013613,0.5141564011573792,0.6535692811012268,0.45713672041893005,0.26038944721221924,0.21733751893043518,0.2194039523601532,0.6694075465202332,0.11118851602077484,,,,,
mdeberta,Child support,277955127180,pre,0.96490478515625,0.7530128359794617,0.9075583219528198,0.8649961352348328,0.0004793605185113847,0.9935148358345032,0.7981868386268616,0.21477890014648438,0.11907481402158737,0.003999501466751099,0.4608556926250458,0.5005900859832764,0.03855426609516144,,,,,
mdeberta,Child support,277955127180,post,0.9890342950820923,0.9326069355010986,0.942321240901947,0.2182733565568924,0.0014409429859369993,0.995566189289093,0.7645401954650879,0.5333974361419678,0.19286218285560608,0.05208601802587509,0.34952905774116516,0.5943512916564941,0.05611960217356682,,,,,
mdeberta,Child support,277967714148,pre,0.9977786540985107,0.9888635277748108,0.9367784261703491,0.317214697599411,0.0001621928095119074,0.9993773698806763,0.6057990193367004,0.6646491289138794,0.02600678615272045,0.19536373019218445,0.8804426789283752,0.11238754540681839,0.007169801276177168,,,,,
mdeberta,Child support,277967714148,post,0.9960237145423889,0.9635404944419861,0.9392480850219727,0.6232622265815735,0.0005043191486038268,0.9977437853813171,0.013729090802371502,0.6042822003364563,0.04035123810172081,0.13454832136631012,0.3687193989753723,0.547732949256897,0.08354762196540833,,,,,
mdeberta,Child support,278016416316,pre,0.7345006465911865,0.8873998522758484,0.029619427397847176,0.25443950295448303,0.0018858588300645351,0.900704562664032,0.03551328554749489,0.6104534864425659,0.4704933166503906,0.1800345778465271,0.04711255803704262,0.5491381883621216,0.4037492275238037,,,,,
mdeberta,Child support,278016416316,post,0.9692224264144897,0.9966691136360168,0.9991322755813599,0.9640178084373474,0.0008864989504218102,0.9943361282348633,0.8516445755958557,0.9295283555984497,0.661048173904419,0.561455249786377,0.022757917642593384,0.3062869608402252,0.6709550619125366,,,,,
mdeberta,Child support,278076262896,pre,0.9990321397781372,0.9949690699577332,0.9990691542625427,0.9960160851478577,0.048226337879896164,0.9997257590293884,0.5785672664642334,0.889096200466156,0.9724931716918945,0.4804481863975525,0.98471999168396,0.014253546483814716,0.0010264911688864231,,,,,
mdeberta,Child support,278076262896,post,0.9954261779785156,0.9936733841896057,0.9941969513893127,0.8442806601524353,0.7337858080863953,0.9968519806861877,0.9888688921928406,0.4315842092037201,0.8620325922966003,0.8426609635353088,0.9497984647750854,0.045788057148456573,0.004413499031215906,,,,,
mdeberta,Child support,278168810148,pre,0.0806918814778328,0.017045317217707634,0.2670257091522217,0.14033624529838562,0.0002953798102680594,0.23231014609336853,0.09977680444717407,0.5443170070648193,0.22388571500778198,0.17838266491889954,0.06329583376646042,0.7965502142906189,0.1401539295911789,,,,,
mdeberta,Child support,278168810148,post,0.9638310670852661,0.9798612594604492,0.9421085119247437,0.5438324809074402,0.0004793605185113847,0.9221674799919128,0.9293602705001831,0.7751796245574951,0.4678179919719696,0.05458170548081398,0.22430074214935303,0.6554049849510193,0.12029425799846649,,,,,
mdeberta,Child support,278441178948,pre,0.998490035533905,0.9832466840744019,0.9986461997032166,0.9842154383659363,0.0018494504038244486,0.9998948574066162,0.997295618057251,0.7578391432762146,0.18765315413475037,0.5443169474601746,0.8561738729476929,0.13091441988945007,0.012911748141050339,,,,,
mdeberta,Child support,278441178948,post,0.9737696647644043,0.9144818186759949,0.961929202079773,0.8290080428123474,0.011915022507309914,0.9996416568756104,0.9942194819450378,0.0005941796698607504,0.4068619906902313,0.00974610447883606,0.26148420572280884,0.6995118260383606,0.03900399059057236,,,,,
mdeberta,Child support,278572228560,pre,0.9553191065788269,0.9355823397636414,0.9527942538261414,0.46526598930358887,0.012957890518009663,0.9992327094078064,0.013261103071272373,0.7123322486877441,0.7973201870918274,0.23642809689044952,0.12950673699378967,0.4554847776889801,0.4150084853172302,,,,,
mdeberta,Child support,278572228560,post,0.9952494502067566,0.47049328684806824,0.9957684278488159,0.055643267929553986,0.0009417798137292266,0.9998660683631897,0.7983440160751343,0.9156676530838013,0.008339973166584969,0.17227627336978912,0.9651995897293091,0.0325152724981308,0.0022851608227938414,,,,,
mdeberta,Child support,278622229644,pre,0.9239961504936218,0.971238374710083,0.7607395648956299,0.776707649230957,0.0006550929974764585,0.9852890372276306,0.9954394102096558,0.3828333914279938,0.5585678219795227,0.3127897083759308,0.326777845621109,0.6051591634750366,0.06806294620037079,,,,,
mdeberta,Child support,278622229644,post,0.9229220151901245,0.8467124104499817,0.9413583874702454,0.8180837035179138,0.0004547479038592428,0.9935681819915771,0.9402708411216736,0.9668260216712952,0.4104017913341522,0.7773844003677368,0.8908403515815735,0.08371508121490479,0.02544453926384449,,,,,
mdeberta,Child support,278633794032,pre,0.9828068017959595,0.9091032147407532,0.9826410412788391,0.9831337332725525,0.0006667023408226669,0.999718189239502,0.9975962042808533,0.3185911178588867,0.2666913866996765,0.769280731678009,0.07323405891656876,0.11967137455940247,0.8070945739746094,,,,,
mdeberta,Child support,278633794032,post,0.9147106409072876,0.9793738126754761,0.9973734617233276,0.9881537556648254,0.030996832996606827,0.9997783303260803,0.9678081274032593,0.8451772332191467,0.4689730107784271,0.879871129989624,0.1519646793603897,0.29971960186958313,0.548315703868866,,,,,
mdeberta,Child support,278659579464,post,0.9750121831893921,0.9714693427085876,0.9905325770378113,0.6128890514373779,0.0014241791795939207,0.8907701969146729,0.8439594507217407,0.6083614230155945,0.5729617476463318,0.1548546701669693,0.22037455439567566,0.5509192943572998,0.22870613634586334,,,,,
mdeberta,Child support,278660944728,pre,0.9987305998802185,0.7816641330718994,0.9295684099197388,0.5324251055717468,0.0010628869058564305,0.9995883703231812,0.8699356913566589,0.8661466836929321,0.04903962463140488,0.31362995505332947,0.9061667919158936,0.09060315042734146,0.003230072557926178,,,,,
mdeberta,Child support,278660944728,post,0.9952632784843445,0.9774569869041443,0.9894090890884399,0.9016178846359253,0.00031565441167913377,0.9984222650527954,0.9763041734695435,0.9037411212921143,0.44673603773117065,0.7903685569763184,0.597979724407196,0.39795157313346863,0.004068695940077305,,,,,
mdeberta,Child support,278693504496,pre,0.9399546980857849,0.9703524708747864,0.7290377616882324,0.8521375060081482,0.024727409705519676,0.9023087620735168,0.21535073220729828,0.7778066396713257,0.8470211029052734,0.43518128991127014,0.41774359345436096,0.5406663417816162,0.04159005358815193,,,,,
mdeberta,Child support,278693504496,post,0.07928157597780228,0.026056302711367607,0.0074461945332586765,0.0027415556833148003,0.0027097021229565144,0.011563826352357864,0.00911681167781353,0.0027522563468664885,0.8595459461212158,0.001249709283001721,0.9542168974876404,0.032145291566848755,0.013637783005833626,,,,,
mdeberta,Child support,278872026444,pre,0.9992902874946594,0.998228132724762,0.99946528673172,0.9956600666046143,0.0003320922260172665,0.9999121427536011,0.9996451735496521,0.9906960725784302,0.7480763792991638,0.9456759691238403,0.9549124240875244,0.04261663556098938,0.002470914740115404,,,,,
mdeberta,Child support,278872026444,post,0.9992386102676392,0.9947032928466797,0.9997097849845886,0.9897316098213196,0.02260761335492134,0.999897301197052,0.14384791254997253,0.7862948179244995,0.5244860053062439,0.9266031384468079,0.9517675042152405,0.04442789778113365,0.003804657608270645,,,,,
mdeberta,Child support,278911290096,pre,0.9052018523216248,0.9583821892738342,0.9830362796783447,0.9858412742614746,0.0006589400582015514,0.9991975426673889,0.046516068279743195,0.5820159912109375,0.5704509615898132,0.701508641242981,0.08322948217391968,0.509096086025238,0.4076744019985199,,,,,
mdeberta,Child support,278911290096,post,0.9853561520576477,0.951515257358551,0.999657392501831,0.9988004565238953,0.405331015586853,0.999858021736145,0.015708882361650467,0.5136684775352478,0.15431226789951324,0.9102067947387695,0.0336700938642025,0.046689264476299286,0.9196406602859497,,,,,
mdeberta,Child support,279013821696,pre,0.9592879414558411,0.7918612957000732,0.9946358799934387,0.3372035324573517,0.00015446468023583293,0.9370957612991333,0.742888331413269,0.001299427472986281,0.00955939944833517,0.0019684946164488792,0.5677393674850464,0.35894399881362915,0.07331662625074387,,,,,
mdeberta,Child support,279013821696,post,0.9636433124542236,0.09522318094968796,0.8681575655937195,0.0027308969292789698,0.0005172813544049859,0.8007699251174927,0.019889742136001587,0.008461998775601387,0.2492644488811493,0.0007279067649506032,0.04287613555788994,0.46191948652267456,0.4952043890953064,,,,,
mdeberta,Child support,280442421360,pre,0.9951420426368713,0.9188451170921326,0.9218162894248962,0.6052159070968628,0.0002668610541149974,0.999605655670166,0.006718869786709547,0.5755879878997803,0.0007027786341495812,0.023098256438970566,0.8241797089576721,0.17024526000022888,0.005575014278292656,,,,,
mdeberta,Child support,280442421360,post,0.9973113536834717,0.9860845804214478,0.9941459894180298,0.9164373278617859,0.0007321812445297837,0.9962891340255737,0.9720754027366638,0.1490352898836136,0.26894140243530273,0.2525683343410492,0.6028795838356018,0.38773077726364136,0.009389651007950306,,,,,
mdeberta,Child support,280499878728,pre,0.8812704682350159,0.9171357750892639,0.43062618374824524,0.8260111808776855,0.2286728322505951,0.9510513544082642,0.8954769968986511,0.7595822811126709,0.4916999936103821,0.49145594239234924,0.03856000676751137,0.9112464189529419,0.05019359663128853,,,,,
mdeberta,Child support,280499878728,post,0.9715707302093506,0.8460060954093933,0.9052751660346985,0.689514696598053,0.0006337125087156892,0.9419218897819519,0.9307421445846558,0.9389968514442444,0.18100972473621368,0.15316878259181976,0.4545919597148895,0.4212507903575897,0.12415722012519836,,,,,
mdeberta,Child support,280752412212,pre,0.8801612257957458,0.9584600329399109,0.9935681819915771,0.6301161050796509,0.001227960572578013,0.9940080642700195,0.100690558552742,0.6634509563446045,0.9163157343864441,0.23458196222782135,0.33589500188827515,0.5561683177947998,0.10793666541576385,,,,,
mdeberta,Child support,280752412212,post,0.9620363116264343,0.8429924249649048,0.8731337189674377,0.6806663870811462,0.004331502132117748,0.9914349317550659,0.013020489364862442,0.3199707567691803,0.8624095916748047,0.17996250092983246,0.05389648675918579,0.536419689655304,0.4096837639808655,,,,,
mdeberta,Child support,281166779412,post,0.4287116825580597,0.9317153096199036,0.8134607672691345,0.48999157547950745,0.0006499982555396855,0.9086787104606628,0.10937238484621048,0.8541561961174011,0.27405983209609985,0.17314834892749786,0.043469104915857315,0.7907084822654724,0.16582244634628296,,,,,
mdeberta,Child support,281236409928,pre,0.987116813659668,0.9985562562942505,0.9986382722854614,0.9620363116264343,0.004991961643099785,0.9996317028999329,0.047030385583639145,0.3816803991794586,0.8523373007774353,0.56817626953125,0.09217972308397293,0.8304620385169983,0.07735823839902878,,,,,
mdeberta,Child support,281236409928,post,0.99183589220047,0.9978469014167786,0.9996288418769836,0.9859364032745361,0.004755199886858463,0.99894118309021,0.9424802660942078,0.8957509398460388,0.9991289973258972,0.9793145060539246,0.9558404088020325,0.04177173599600792,0.002387874061241746,,,,,
mdeberta,Child support,281257755516,post,0.646460235118866,0.9464731216430664,0.18707697093486786,0.11014768481254578,0.10922976583242416,0.9781771898269653,0.26317310333251953,0.2756168842315674,0.18720696866512299,0.3260568082332611,0.02967485412955284,0.4285554587841034,0.5417696833610535,,,,,
mdeberta,Child support,281279369916,post,0.4407099485397339,0.9528655409812927,0.7116313576698303,0.760205864906311,0.006877107545733452,0.8642531633377075,0.42679935693740845,0.6708239316940308,0.4860875606536865,0.3697701096534729,0.05887346714735031,0.45701077580451965,0.4841157793998718,,,,,
